205314;1975;Pop;suddenly;0.14592;insensible;0.10158;quest;0.07523;68;48;0.6666666666666666;2;473;184;44;1975
285482;2006;Pop;television;0.04833;our;0.03823;income;0.02952;234;139;0.569672131147541;7;466;221;45;2006
222733;2014;Pop;fine;0.11658;both;0.10175;keen;0.08968;145;66;0.4;23;301;138;46;2014
98259;2006;Pop;she;0.24659;judy;0.18401;wants;0.14954;106;49;0.4224137931034483;25;216;97;47;2006
307012;2011;Pop;oh;0.07134;baby;0.05954;karamu;0.05417;510;157;0.2735191637630662;18;1125;312;48;2011
306790;2012;Pop;way;0.06852;walk;0.06832;school;0.0677;366;133;0.32439024390243903;41;1125;312;48;2012
307893;2013;Pop;mourn;0.05798;much;0.04219;rather;0.03738;310;148;0.41456582633053224;21;301;147;49;2013
317596;2007;Pop;atrocities;0.33422;visits;0.22281;survey;0.20046;62;34;0.44155844155844154;13;61;33;50;2007
145029;2010;Pop;grapevine;0.21428;heard;0.09758;honey;0.09299;261;107;0.36769759450171824;18;251;106;51;2010
12752;2006;Pop;fallen;0.11638;miss;0.08503;honey;0.05322;152;80;0.4878048780487805;31;137;79;52;2006
302125;2006;Pop;letting;0.04214;future;0.03485;sight;0.0341;214;111;0.4530612244897959;17;2303;639;53;2006
309140;2004;Pop;work;0.12303;dodo;0.09954;dada;0.08927;437;109;0.2242798353909465;26;1574;393;54;2004
285471;2006;Pop;its;0.18763;over;0.13846;now;0.07285;247;113;0.41697416974169743;9;466;221;45;2006
234862;2008;Pop;she;0.10884;her;0.10407;loved;0.07108;223;118;0.4555984555984556;11;411;192;55;2008
251320;2008;Pop;change;0.2127;baby;0.08931;mind;0.05837;300;82;0.2578616352201258;14;272;81;56;2008
249912;2006;Pop;arms;0.0799;loving;0.07339;longing;0.07263;208;67;0.2851063829787234;22;324;117;57;2006
224407;2007;Pop;losing;0.25023;control;0.17337;am;0.12747;233;91;0.3446969696969697;38;226;90;58;2007
160211;2006;Pop;muralla;0.52511;tun;0.33969;la;0.26221;171;60;0.2830188679245283;22;649;297;59;2006
354239;2006;Pop;suddenly;0.04169;home;0.03869;snowflakes;0.02902;238;134;0.5254901960784314;9;1381;369;60;2006
125787;2016;Pop;aftershock;0.21145;stop;0.10891;even;0.09463;294;69;0.23310810810810811;26;260;68;61;2016
158541;2006;Pop;u;0.20327;im;0.15982;scared;0.11803;194;86;0.4;2;559;196;62;2006
284163;2010;Pop;issue;110.473;hot;0.45275;4minute;0.21489;225;49;0.17132867132867133;54;234;48;63;2010
61728;2016;Pop;gayi;0.63564;chadh;0.36019;si;0.33183;326;131;0.3275;31;327;130;64;2016
223517;2007;Pop;content;0.11915;again;0.06026;wait;0.0567;195;75;0.3588516746411483;7;182;74;65;2007
198357;2015;Pop;late;0.10677;bridges;0.08715;home;0.08664;186;74;0.3592233009708738;5;182;73;66;2015
107107;2009;Pop;im;0.14853;able;0.08461;living;0.06546;167;94;0.5465116279069767;0;167;93;67;2009
309397;2014;Pop;jumping;0.19416;lights;0.16371;boat;0.14924;359;98;0.25925925925925924;96;1574;393;54;2014
359243;2014;Pop;ella;0.52737;tan;0.18412;es;0.17133;194;63;0.2825112107623318;0;195;62;68;2014
309322;2011;Pop;wake;0.07091;up;0.03956;superstar;0.02887;415;185;0.4233409610983982;30;1574;393;54;2011
37440;2006;Pop;riprock;0.06396;bng;0.06396;ag;0.0602;216;107;0.4385245901639344;22;205;106;69;2006
252608;2009;Pop;sky;0.1067;thrown;0.10072;wheatfields;0.09729;142;45;0.2830188679245283;20;143;44;70;2009
301779;2007;Pop;moment;0.10505;bud;0.08391;tells;0.07787;124;83;0.5845070422535211;8;2303;639;53;2007
83352;2010;Pop;dearly;0.0956;dragging;0.09217;stroke;0.09217;195;62;0.28837209302325584;9;182;61;71;2010
15464;2007;Pop;protected;0.05448;forgiven;0.05207;living;0.0458;358;115;0.3108108108108108;5;334;114;72;2007
11895;1995;Pop;christmas;0.49882;blazing;0.12215;carolin;0.11508;226;65;0.24528301886792453;30;453;148;73;1995
246070;2007;Pop;escape;0.26381;anywhere;0.07679;from;0.06113;184;84;0.39622641509433965;19;741;186;22;2007
114254;2006;Pop;party;0.1012;celebrate;0.06528;waited;0.04235;456;147;0.29938900203665986;17;418;146;74;2006
78770;2006;Pop;che;0.36231;ti;0.23492;dirti;0.22734;143;64;0.3615819209039548;3;144;63;75;2006
190290;2006;Pop;twos;0.07694;secrets;0.06968;dusk;0.06157;338;112;0.30517711171662126;30;497;173;76;2006
188849;2013;Pop;heart;0.06108;how;0.05052;could;0.04181;465;151;0.305668016194332;11;446;150;77;2013
207097;2007;Pop;hate;0.08375;rollercoaster;0.07367;feelin;0.0492;353;94;0.23979591836734693;30;982;194;78;2007
188938;2006;Pop;lord;0.07152;distract;0.04934;conviction;0.04644;140;87;0.5612903225806452;7;134;86;79;2006
198396;2004;Pop;rains;0.14034;course;0.11279;everyday;0.09429;77;47;0.5465116279069767;3;3504;598;15;2004
286509;2007;Pop;flames;0.08208;born;0.07894;suffer;0.06984;200;94;0.42342342342342343;10;193;93;80;2007
81018;2006;Pop;serenade;0.15988;blue;0.07883;became;0.07549;122;85;0.6028368794326241;1;534;231;81;2006
171849;2007;Pop;sides;0.38241;two;0.13487;argument;0.12289;195;71;0.37967914438502676;0;186;70;82;2007
283791;1990;Pop;prayer;0.05894;repeat;0.04571;learn;0.04356;158;94;0.5371428571428571;6;153;93;83;1990
162009;2010;Pop;thinking;0.08416;nice;0.04455;except;0.04285;235;106;0.4380165289256198;8;222;105;84;2010
73185;2005;Pop;dun;0.13695;guhdunguhdungun;0.07611;miami;0.04465;363;184;0.4577114427860697;9;1100;411;34;2005
36356;2016;Pop;music;0.2121;play;0.16199;longer;0.13486;165;62;0.3163265306122449;43;390;107;85;2016
187171;2006;Pop;lover;0.33583;want;0.07656;yeah;0.06506;236;84;0.32684824902723736;38;225;83;86;2006
307580;2008;Pop;photograph;0.07903;reality;0.04017;wish;0.03862;294;121;0.3467048710601719;16;289;120;87;2008
284924;2006;Pop;cocoanut;0.52727;gin;0.39714;water;0.25697;131;59;0.4013605442176871;35;427;153;88;2006
248234;1999;Pop;et;0.31828;autre;0.18722;rendezvous;0.14641;382;155;0.3621495327102804;8;2528;762;89;1999
45639;2007;Pop;very;0.08139;wish;0.07008;best;0.06314;162;83;0.4853801169590643;2;152;82;90;2007
228663;2013;Pop;jado;0.13478;woah;0.12101;somebody;0.11646;205;116;0.48535564853556484;17;204;115;91;2013
335153;2006;Pop;kissed;0.19481;georgy;0.1734;porgy;0.1734;239;61;0.23282442748091603;26;1494;284;92;2006
32585;2014;Pop;lololove;0.32409;la;0.18563;are;0.08117;341;92;0.23291139240506328;52;331;91;93;2014
236853;2011;Pop;hang;0.10655;futures;0.08771;there;0.06063;315;107;0.31470588235294117;14;300;106;94;2011
207088;2009;Pop;only;0.07841;can;0.05973;why;0.05735;509;93;0.17222222222222222;62;982;194;78;2009
53719;2006;Pop;glory;0.1003;wise;0.06864;sang;0.06574;383;115;0.2533039647577093;6;472;154;95;2006
141787;2006;Pop;10000;0.20006;hurt;0.10487;times;0.08733;390;106;0.2617283950617284;11;367;105;96;2006
165459;2006;Pop;once;0.14938;gleam;0.14529;upon;0.09853;152;41;0.23163841807909605;5;402;188;97;2006
56427;2006;Pop;nanana;0.22102;nana;0.20366;feelin;0.11807;353;91;0.2263681592039801;29;334;90;98;2006
284958;2008;Pop;wave;0.1268;ride;0.11202;baha;0.11105;311;114;0.3140495867768595;64;427;153;88;2008
197853;2007;Pop;evidence;0.23463;past;0.16476;ca;0.09238;279;89;0.30584192439862545;34;252;88;99;2007
13977;2009;Pop;summer;0.31566;last;0.12324;did;0.08546;92;55;0.5045871559633027;3;92;54;100;2009
321781;2014;Pop;london;0.21045;living;0.19891;queen;0.17559;316;78;0.22740524781341107;47;302;77;101;2014
59754;2006;Pop;public;0.14175;jar;0.12384;bar;0.12095;105;64;0.5423728813559322;3;314;138;102;2006
47942;2004;Pop;que;0.19347;mi;0.1491;tu;0.14277;222;75;0.2788104089219331;11;223;74;103;2004
45244;2012;Pop;using;0.07692;sensuality;0.05193;use;0.0484;399;93;0.23076923076923078;11;364;92;104;2012
87102;2012;Pop;mou;0.16787;beautiful;0.14667;kimi;0.08913;571;256;0.39263803680981596;19;570;256;105;2012
315072;2009;Pop;ready;0.06699;ask;0.06411;unthinkable;0.0572;341;106;0.2896174863387978;36;2217;399;4;2009
53416;2006;Pop;alisha;0.30445;rules;0.17217;soldiers;0.1118;363;86;0.2193877551020408;17;489;140;106;2006
302120;2006;Pop;kind;0.11911;moanin;0.09549;he;0.0835;217;82;0.34309623430962344;10;2303;639;53;2006
207117;2005;Pop;trying;0.04714;audit;0.03859;foresee;0.03859;179;96;0.4897959183673469;3;982;194;78;2005
66182;2011;Pop;impress;0.0815;lem;0.06709;ooh;0.06356;305;130;0.3951367781155015;3;1040;305;107;2011
306051;2013;Pop;foxlike;0.26364;girl;0.07449;guy;0.06091;393;145;0.3553921568627451;10;373;144;108;2013
95444;2016;Pop;blessings;0.20246;praises;0.12243;praise;0.12134;427;164;0.36043956043956044;37;406;163;109;2016
74205;2007;Pop;yourself;0.08358;pieces;0.04718;'d;0.04708;178;107;0.5459183673469388;13;289;167;110;2007
231914;2013;Pop;woah;0.14212;buzz;0.06051;ended;0.05519;384;136;0.32;18;634;190;111;2013
295469;2015;Pop;paradise;0.48766;oh;0.19173;kiss;0.19067;198;58;0.2577777777777778;43;386;91;112;2015
18385;2016;Pop;joyride;0.12261;let;0.08757;ride;0.07362;338;95;0.26988636363636365;43;298;94;113;2016
138034;2006;Pop;carol;0.22813;loved;0.06952;goodnight;0.04647;228;92;0.3770491803278688;31;510;165;5;2006
32556;2012;Pop;da;0.51856;la;0.32379;dee;0.32177;391;93;0.2152777777777778;8;715;155;114;2012
146578;2011;Pop;never;0.06878;were;0.06565;mine;0.06218;285;104;0.3466666666666667;14;1325;301;11;2011
241186;2016;Pop;judas;0.37099;numb;0.09996;oh;0.09444;268;105;0.3442622950819672;81;261;104;115;2016
61266;2013;Pop;turned;0.14802;left;0.09909;dynamite;0.07547;247;75;0.2777777777777778;22;241;74;116;2013
100961;2013;Pop;mad;0.37871;why;0.18579;drone;0.09644;573;144;0.23300970873786409;128;550;143;117;2013
207855;2006;Pop;liar;0.18379;leaver;0.13633;cheater;0.12832;152;67;0.3941176470588235;0;286;117;118;2006
282723;2012;Pop;oooh;0.1709;ahead;0.14636;thinkin;0.13846;339;111;0.30662983425414364;8;800;281;27;2012
81315;2001;Pop;ohooo;0.09593;heeyooooo;0.04797;fallen;0.04607;288;129;0.43;10;575;195;13;2001
339152;2007;Pop;ti;0.41126;esu;0.24923;pou;0.2346;194;71;0.3021276595744681;8;195;70;119;2007
148006;2005;Pop;gatekeeper;0.30409;nod;0.11304;seasons;0.10669;159;80;0.44692737430167595;9;154;79;120;2005
190309;2008;Pop;knees;0.05588;fault;0.04651;try;0.04232;198;102;0.4834123222748815;7;497;173;76;2008
62;2013;Pop;lights;0.23048;xo;0.10835;baby;0.09807;255;68;0.2251655629139073;38;247;68;121;2013
72239;2008;Pop;simplemente;0.18434;vida;0.13245;verte;0.13049;130;81;0.5436241610738255;5;506;201;122;2008
160213;2006;Pop;y;0.17153;el;0.14758;ahora;0.12829;157;112;0.6153846153846154;10;649;297;59;2006
336380;2007;Pop;kiss;0.08596;summer;0.07935;seal;0.07914;183;63;0.3351063829787234;6;164;62;123;2007
76872;2014;Pop;london;0.06913;california;0.06611;deserve;0.06292;444;128;0.25806451612903225;21;407;127;124;2014
183996;2014;Pop;che;0.23606;volte;0.14831;con;0.10563;419;189;0.3921161825726141;43;420;188;125;2014
298465;2014;Pop;quelea;105.253;flood;0.29231;blood;0.14151;210;58;0.23868312757201646;64;210;57;126;2014
46033;2007;Pop;whatcha;0.209;doing;0.12911;trick;0.05634;317;118;0.3277777777777778;14;717;205;127;2007
32903;2013;Pop;usa;0.12257;made;0.07689;woah;0.06377;389;113;0.26904761904761904;19;957;221;128;2013
283137;2008;Pop;concerns;0.07929;worldly;0.07929;swept;0.07084;164;86;0.5029239766081871;2;155;85;129;2008
59741;2006;Pop;marguerite;0.27629;yourcenar;0.27629;realms;0.07988;225;91;0.3729508196721312;5;314;138;102;2006
104273;2010;Pop;crashing;0.08358;over;0.07095;cars;0.06372;241;99;0.37218045112781956;12;230;98;130;2010
343032;2008;Pop;jamais;0.92763;nevermore;0.88089;plus;0.54812;155;50;0.24154589371980675;23;354;151;131;2008
11728;2006;Pop;ik;0.57977;het;0.48109;komt;0.26738;155;58;0.327683615819209;7;156;57;132;2006
303442;1998;Pop;discreetly;0.1601;completely;0.10525;prove;0.0848;302;97;0.2844574780058651;29;573;167;133;1998
328357;2014;Pop;paddy;0.65163;st;0.46805;happy;0.33235;53;25;0.46296296296296297;15;46;24;134;2014
298237;2006;Pop;want;0.091;really;0.05243;understand;0.05162;336;89;0.2386058981233244;36;649;122;135;2006
71426;2006;Pop;language;0.1144;monsters;0.10719;shifting;0.09244;211;80;0.32653061224489793;14;799;255;136;2006
302044;2006;Pop;mister;0.04516;bird;0.04086;revoir;0.03097;223;145;0.606694560669456;8;2303;639;53;2006
101372;2011;Pop;permanent;0.14451;ask;0.06356;thought;0.05902;172;67;0.3621621621621622;6;455;124;137;2011
74203;2007;Pop;humming;0.05233;horrible;0.05233;defying;0.04926;132;87;0.696;0;289;167;110;2007
70068;2007;Pop;drinkin;0.12958;suffer;0.05352;father;0.04311;174;100;0.5555555555555556;14;319;156;138;2007
164418;2010;Pop;relax;0.23142;wan;0.10266;na;0.07963;334;70;0.19444444444444445;47;294;69;139;2010
223834;2006;Pop;amistad;0.39273;se;0.25527;ms;0.24998;149;54;0.29508196721311475;15;551;206;140;2006
248517;2006;Pop;et;0.0857;comme;0.0816;avant;0.06416;304;194;0.5542857142857143;11;2528;762;89;2006
302152;2006;Pop;today;0.17321;about;0.12874;comes;0.09523;237;83;0.3132075471698113;16;2303;639;53;2006
130138;2016;Pop;pearls;0.1628;clothing;0.10601;girls;0.07137;184;94;0.49473684210526314;12;170;93;141;2016
117969;2006;Pop;oooh;0.35325;tonight;0.20269;starts;0.19446;164;62;0.34065934065934067;15;813;214;142;2006
32908;2013;Pop;lift;0.10809;else;0.08248;heart;0.08105;268;84;0.2916666666666667;20;957;221;128;2013
160263;1991;Pop;equivocaba;0.62793;se;0.41163;era;0.2508;77;44;0.5;2;649;297;59;1991
342567;1999;Pop;scratchin;0.12334;itch;0.09859;wind;0.05597;168;100;0.5494505494505495;4;468;201;143;1999
90827;2005;Pop;she;0.16563;belongs;0.0912;inside;0.08531;248;80;0.2857142857142857;35;892;262;25;2005
205098;2013;Pop;la;0.4686;singin;0.13204;'til;0.08581;394;99;0.2357142857142857;4;476;123;144;2013
75111;2006;Pop;femme;0.56005;une;0.42909;mes;0.21454;185;88;0.3876651982378855;15;235;128;145;2006
219710;2013;Pop;na;0.31069;superhero;0.1161;he;0.05463;392;131;0.29504504504504503;88;1003;246;1;2013
80909;2014;Pop;react;0.12865;chemicals;0.08559;breathe;0.05327;210;81;0.3584070796460177;24;195;80;146;2014
24118;1979;Pop;mess;0.13082;messer;0.12911;known;0.08738;321;97;0.2948328267477204;17;512;194;147;1979
15102;2009;Pop;affect;0.19702;rhythm;0.1353;heart;0.05842;429;117;0.2549019607843137;58;407;116;148;2009
86940;2008;Pop;141;0.08743;travelin;0.07866;bags;0.0628;237;97;0.3702290076335878;10;226;96;149;2008
281677;2007;Pop;he;0.06761;job;0.05566;found;0.05344;268;125;0.4528985507246377;14;246;124;150;2007
228011;2008;Pop;summer;0.13647;charm;0.1195;noo;0.05193;266;101;0.3435374149659864;37;445;201;151;2008
111884;2006;Pop;hey;0.09168;behaved;0.05662;pirates;0.05329;244;124;0.4679245283018868;24;413;195;152;2006
211233;2011;Pop;amazing;0.36631;wan;0.07099;ooh;0.05351;483;113;0.23014256619144602;17;1376;231;153;2011
335078;1998;Pop;caramel;0.37555;kisses;0.25854;complain;0.15945;277;88;0.3044982698961938;18;1494;284;92;1998
256346;2006;Pop;missin;0.09463;helpless;0.09093;helplessly;0.08858;367;125;0.3056234718826406;21;587;215;154;2006
81234;2008;Pop;pleasure;0.24904;mercy;0.20406;sin;0.16453;251;76;0.2676056338028169;10;243;75;155;2008
119733;2006;Pop;cha;0.45292;v;0.26596;bomb;0.2303;386;103;0.23198198198198197;22;839;225;20;2006
213001;2006;Pop;promises;0.28774;lies;0.2576;expecting;0.18577;35;26;0.5652173913043478;5;35;25;156;2006
338353;2008;Pop;fall;0.08706;warned;0.07734;steady;0.06396;137;71;0.4930555555555556;7;132;70;157;2008
4661;2008;Pop;build;0.21166;bridges;0.13508;tell;0.09036;240;69;0.2509090909090909;56;228;68;158;2008
198694;2006;Pop;believe;0.06596;loneliness;0.06512;cried;0.06437;217;102;0.41295546558704455;6;3504;598;15;2006
22749;2007;Pop;escape;0.10372;words;0.06412;aksing;0.04428;156;92;0.4972972972972973;16;155;91;159;2007
197913;2008;Pop;simplemente;0.73438;espiritual;0.40107;es;0.23588;155;65;0.3551912568306011;4;156;64;160;2008
256727;2007;Pop;better;0.04959;want;0.04254;man;0.03831;294;106;0.33865814696485624;27;276;105;161;2007
168452;2009;Pop;que;0.37412;ronda;0.23787;noche;0.19382;82;55;0.5188679245283019;18;83;54;162;2009
245067;2006;Pop;she;0.11128;her;0.10246;confidential;0.09149;151;94;0.5838509316770186;6;140;93;163;2006
127915;2011;Pop;marchar;0.25026;deje;0.23557;te;0.22146;138;82;0.49696969696969695;11;139;81;164;2011
90830;2005;Pop;nah;0.21736;slipped;0.09634;day;0.06006;216;72;0.3;8;892;262;25;2005
161526;2014;Pop;cri;0.41237;pleur;0.41237;j'ai;0.30062;134;63;0.4117647058823529;0;394;176;165;2014
53563;2007;Pop;merry;0.1781;christmas;0.14546;troubles;0.1067;93;61;0.5648148148148148;0;472;154;95;2007
301976;2006;Pop;superman;0.14264;grabbed;0.07132;wing;0.06193;168;71;0.3901098901098901;5;2303;639;53;2006
165463;2016;Pop;brush;0.1077;wonderin;0.1077;sweep;0.05385;210;128;0.5589519650655022;7;402;188;97;2016
358069;2006;Pop;innocence;0.09656;percieve;0.06907;redemtion;0.06907;100;67;0.5826086956521739;12;96;66;166;2006
132717;2010;Pop;subsides;0.06954;'til;0.06807;honesty;0.06031;298;115;0.3758169934640523;17;280;114;167;2010
248612;1995;Pop;regardemoi;0.17125;je;0.16898;vois;0.16504;363;136;0.3285024154589372;17;2528;762;89;1995
133388;2006;Pop;maybe;0.19507;i'ma;0.12272;upside;0.05842;335;108;0.2887700534759358;71;610;159;168;2006
335117;2010;Pop;move;0.05852;somethin;0.04573;bout;0.03956;410;149;0.3378684807256236;33;1494;284;92;2010
207463;2008;Pop;evrything;0.14775;ilove;0.07387;ive;0.05666;187;88;0.38596491228070173;10;188;87;169;2008
282657;2012;Pop;monitor;0.10529;drown;0.08952;recourses;0.05593;247;106;0.37857142857142856;18;248;105;170;2012
214832;2013;Pop;e;0.24724;non;0.19473;che;0.18317;180;119;0.54337899543379;15;181;118;171;2013
46110;2005;Pop;waiting;0.09692;dancing;0.07549;'cause;0.05155;183;82;0.41414141414141414;23;717;205;127;2005
342554;1999;Pop;ocean;0.04565;write;0.04063;soo;0.03925;176;107;0.5572916666666666;19;468;201;143;1999
56003;2006;Pop;everchanging;0.13907;our;0.12008;faces;0.10859;149;77;0.4375;14;149;76;172;2006
262487;2006;Pop;cross;0.14948;beauty;0.07623;stained;0.07203;157;66;0.3548387096774194;16;158;65;173;2006
119693;2007;Pop;excited;0.06901;hide;0.04055;want;0.03475;160;82;0.4939759036144578;4;839;225;20;2007
117940;2006;Pop;hero;0.1845;ta;0.10389;holding;0.0754;484;110;0.22727272727272727;41;813;214;142;2006
335178;2001;Pop;ta;0.05322;strong;0.04942;gon;0.04601;433;92;0.2058165548098434;49;1494;284;92;2001
7822;2009;Pop;parents;0.07725;allowed;0.05298;boobs;0.03901;500;259;0.4709090909090909;25;478;258;174;2009
32513;2009;Pop;thinking;0.09208;round;0.07397;seeing;0.07214;358;80;0.21621621621621623;9;715;155;114;2009
106904;2009;Pop;changin;0.21207;darlin;0.09772;please;0.08961;226;77;0.29961089494163423;8;504;154;175;2009
73228;2003;Pop;sayin;0.04963;causin;0.04437;pollution;0.04437;467;211;0.4279918864097363;31;1100;411;34;2003
316138;2011;Pop;fiasco;0.21144;calling;0.16317;help;0.07163;246;93;0.3522727272727273;17;586;169;176;2011
75424;2015;Pop;inescapable;0.30836;uhhh;0.22193;choise;0.09251;224;76;0.28679245283018867;2;214;75;177;2015
145870;2014;Pop;kimi;0.35341;ni;0.31588;mo;0.20822;224;111;0.43700787401574803;13;225;110;178;2014
123249;2011;Pop;betsy;0.09492;win;0.08307;arm;0.06651;137;74;0.46835443037974683;5;257;115;179;2011
159180;2009;Pop;bottom;0.10791;broken;0.07916;were;0.05791;359;110;0.2743142144638404;29;1982;325;2;2009
6525;2011;Pop;im;0.10393;walk;0.06985;surrounding;0.0649;179;78;0.4148936170212766;9;171;77;180;2011
307487;2010;Pop;thats;0.10656;feel;0.07209;make;0.05525;145;76;0.4578313253012048;3;140;75;181;2010
161161;2007;Pop;her;0.10854;s;0.07932;she;0.06668;196;94;0.4372093023255814;9;184;93;182;2007
343021;2013;Pop;de;0.17555;courant;0.17531;quand;0.15845;197;115;0.44573643410852715;17;354;151;131;2013
78167;2006;Pop;cryin;0.06694;hear;0.05016;wo;0.04393;544;150;0.26595744680851063;34;502;149;183;2006
198420;2007;Pop;miles;0.04563;mercy;0.04525;sailing;0.03996;283;108;0.33540372670807456;19;3504;598;15;2007
221772;2006;Pop;woh;0.17268;oh;0.09667;hey;0.09321;360;98;0.2506393861892583;17;441;134;184;2006
354282;2006;Pop;lovin;0.13719;learn;0.07375;took;0.06119;280;91;0.29545454545454547;6;1381;369;60;2006
123257;2011;Pop;bad;0.41632;love;0.11841;marching;0.08459;123;57;0.38513513513513514;14;257;115;179;2011
219721;2016;Pop;talk;0.21978;girls;0.20626;boys;0.07308;382;81;0.1956521739130435;7;1003;246;1;2016
248611;1995;Pop;je;0.4122;mon;0.30279;vais;0.18826;287;103;0.3083832335329341;18;2528;762;89;1995
