326822;green;0.09904;daddy;0.09844;he;0.07925
221904;rael;0.11105;doktor;0.08884;slipperman;0.06663
202681;bring;0.07853;codependent;0.0546;recommended;0.0546
271793;vegetable;0.07675;crack;0.04742;dying;0.04463
128027;voc;0.31205;eu;0.29409;cansei;0.24025
257205;missing;0.1099;'ve;0.05513;letting;0.04939
31624;fever;0.40338;kiss;0.05741;tight;0.05556
149147;ti;0.17005;acostumbro;0.16511;en;0.16453
117238;ahh;0.35917;deep;0.06112;crowd;0.05409
110087;home;0.11081;coming;0.10498;comin;0.06638
134725;solitude;0.15806;sit;0.092;gloom;0.07512
203205;foolish;0.10272;remind;0.09906;these;0.06189
278521;found;0.11945;think;0.09444;lookin;0.07857
239624;way;0.08404;memory;0.06151;bumpy;0.05396
196267;bring;0.0617;life;0.05296;lift;0.05182
190604;swallowed;0.14511;everyone;0.1322;yet;0.10867
176214;lily;0.04376;sleepin;0.03805;plan;0.03208
171635;hey;0.08111;ourselves;0.03193;say;0.02962
351906;war;0.15937;doth;0.07849;commot;0.07849
357810;remain;0.06482;along;0.06177;he;0.03938
312594;agh;0.12096;georgie;0.11561;girl;0.0552
169516;alive;0.10672;excuse;0.0708;breathe;0.06188
346538;blow;0.05137;na;0.04759;explode;0.03748
248616;et;0.21464;les;0.12392;le;0.1154
337591;spg;0.60391;fathers;0.13095;mothers;0.12696
189573;scandalous;0.08888;sexy;0.06582;damn;0.04449
328614;barriers;0.14777;built;0.07849;breaking;0.068
93383;darling;0.06;rambled;0.05526;lent;0.05526
201965;ask;0.09411;honey;0.06276;live;0.04157
266041;louder;0.03496;children;0.03206;yes;0.02965
32004;tennessee;0.22558;stud;0.14203;horse;0.04573
249276;imma;0.04127;mc;0.03764;guru;0.03465
178524;comforted;0.06282;taught;0.06239;way;0.05846
242938;ecstasy;0.04441;throne;0.03955;further;0.03955
351949;great;0.10117;hail;0.10052;runes;0.0921
347342;bye;0.21333;track;0.0917;cryin;0.06182
269233;driving;0.10866;clouding;0.08322;were;0.07738
112751;beverly;0.1195;lame;0.1117;century;0.10005
229671;diamond;0.03808;'cause;0.02507;d;0.02045
11895;christmas;0.41446;blazing;0.11013;carolin;0.10158
201851;landlord;0.10266;underestimate;0.07271;dear;0.05955
351912;valleys;0.15494;darkness;0.12859;forgotten;0.12653
209084;america;0.29479;dream;0.07674;goes;0.07331
172189;changes;0.25602;money;0.20418;everything;0.11693
312577;lack;0.0688;zone;0.06354;believe;0.06341
279878;somebody;0.07911;else;0.07617;reveal;0.07306
292573;stir;0.88688;darlin;0.18705;up;0.08812
172182;mine;0.09086;were;0.09071;ah;0.06339
149522;cheat;0.16604;many;0.06521;baby;0.05114
206041;blows;0.0742;bobbin;0.05504;fishin;0.05181
235134;feeble;0.09832;bane;0.07374;enslaves;0.07374
273729;ride;0.10798;westside;0.04518;take;0.03683
26974;anthem;0.07967;luck;0.05567;wishful;0.04428
137041;though;0.07866;want;0.06262;future;0.05192
350365;ready;0.22795;yeah;0.05918;'m;0.05638
132057;sewage;0.14448;disease;0.10347;burrowing;0.07675
176216;washboard;0.07145;townes;0.07145;widow;0.06428
189957;busy;0.12419;really;0.08437;admit;0.04343
116885;doo;0.45655;rebel;0.20281;doodoo;0.07961
185486;evil;0.38741;woman;0.32432;ha;0.09052
93158;jzebel;0.33785;toi;0.18439;coeur;0.15016
149556;rocky;0.25913;raccoon;0.07508;gideon;0.07508
154505;blue;0.12694;wan;0.12131;l;0.0933
346671;buddy;0.44312;misses;0.14914;voice;0.0561
42521;blessed;0.11231;given;0.07565;after;0.06626
31243;scotland;1.30036;instrumental;1.05956;an;0.38133
300173;singasong;0.38109;sing;0.17358;song;0.15428
114340;baby;0.0895;lover;0.08423;kidding;0.08052
116834;game;0.07272;walkietalkie;0.04136;hearth;0.04136
211751;pines;0.24288;shiver;0.12144;shines;0.09786
355428;mais;0.25866;vi;0.17153;mundo;0.12614
302263;higher;0.14699;hmm;0.08721;honor;0.0604
322214;la;0.4726;et;0.15478;cauchemars;0.1231
126644;cloudy;0.22631;stormy;0.12239;days;0.10739
90510;she;0.06207;more;0.05175;far;0.04915
230940;log;0.14342;jody;0.08527;lay;0.08348
328619;fascist;0.07939;faces;0.04555;fable;0.0397
114326;let;0.06923;motivating;0.06356;positive;0.05983
294287;gun;0.19536;under;0.16478;she;0.14143
87685;something;0.12724;let;0.0932;girl;0.05729
302259;think;0.07276;same;0.06891;hearts;0.05605
93386;lonesome;0.17825;means;0.10664;cried;0.07318
231023;everyday;0.37456;worryin;0.16847;blues;0.15422
221695;much;0.08139;sight;0.08107;too;0.06748
55585;pum;1.97608;parum;0.42295;rum;0.24329
277739;vegas;0.22576;girl;0.12988;shake;0.10359
149372;brings;0.0944;her;0.0934;love;0.08278
355484;que;0.13835;de;0.12779;e;0.12522
177841;says;0.08355;dirty;0.04797;dad;0.04044
312635;ryall;0.13412;johnny;0.11;he;0.08752
230902;real;0.1934;she;0.15338;hater;0.11094
280315;stay;0.12865;understand;0.11117;theme;0.10893
347307;claus;0.40762;santa;0.35337;comes;0.14069
332430;maria;0.3722;estas;0.16829;nao;0.15522
201983;her;0.02459;there;0.02326;she;0.02249
347178;dear;0.0939;'neath;0.09163;burdens;0.08094
87687;mmm;0.11984;oh;0.07792;need;0.07359
277427;bomb;0.34768;blowin;0.10757;enough;0.05963
180911;award;0.05588;muhammad;0.04471;quest;0.04372
35349;more;0.09935;draggin;0.07632;waitin;0.05268
14748;dera;0.21585;que;0.1981;viver;0.19419
329044;believe;0.15836;love;0.09603;without;0.07304
117240;'lectric;0.11658;moonage;0.11658;freak;0.10623
201082;easy;0.08923;step;0.0448;disregard;0.04364
296241;non;0.16983;sei;0.12099;cristo;0.10709
176646;bliss;0.14785;kiss;0.08331;baby;0.07118
184793;baby;0.17407;babies;0.08905;watchin;0.08056
150722;huelga;0.45614;amores;0.42936;de;0.19333
244222;like;0.02617;jane;0.02287;fortified;0.02104
221767;olive;0.16644;hug;0.08725;improve;0.07487
205883;tu;0.18577;si;0.16317;demandais;0.14854
328493;nikita;0.36784;tin;0.11434;soldiers;0.10428
227747;slow;0.08109;ride;0.07677;nothin;0.06657
205872;il;0.173;je;0.14521;des;0.14372
346534;river;0.10507;wedding;0.06644;mary;0.05917
43056;september;0.39024;not;0.08555;far;0.0772
196991;radio;0.12136;portable;0.07985;viva;0.06926
201848;stick;0.17977;vow;0.15003;together;0.13559
123951;people;0.09837;closer;0.09304;persons;0.07145
31610;roll;0.13349;times;0.12086;good;0.08394
11854;doubt;0.07375;heels;0.04515;cloud;0.04014
322232;roses;0.0906;swell;0.07171;honey;0.06654
224523;jamina;0.28193;de;0.21907;e;0.1431
149016;country;0.23978;side;0.15531;give;0.1087
16701;molly;0.14154;lily;0.12734;west;0.08898
329011;burn;0.10837;mission;0.08438;flame;0.05392
11889;haste;0.24891;shepherds;0.13996;laud;0.12446
343897;mine;0.16753;'ll;0.07428;honey;0.0691
256401;free;0.1055;butterflies;0.08088;chorus;0.05982
296228;realt;1.44217;la;0.58281;musicista;0.15181
54464;finna;0.1646;tires;0.14315;peel;0.13171
155457;ta;0.08172;'cross;0.07761;dry;0.04718
314607;answer;0.06662;they;0.06139;their;0.05467
237669;age;0.04823;new;0.03784;voice;0.0375
149577;love;0.29534;you;0.08214;equal;0.06001
124748;gepetto;0.48472;poor;0.11365;bore;0.10902
347343;ways;0.08242;hurt;0.06284;knock;0.05649
135822;shack;0.11665;caps;0.04039;chillin;0.03757
11851;all4one;0.13004;goin;0.06979;on;0.05894
27838;misinformation;0.12791;giants;0.12791;irrelevant;0.12791
334311;guitar;0.06775;yes;0.06525;ice;0.06131
115080;culo;0.15858;que;0.13529;su;0.10786
140190;mind;0.09867;shadows;0.06724;soul;0.05746
288503;family;0.05125;shaton;0.04039;armies;0.03397
343514;ta;0.0608;4;0.04483;patiently;0.04331
121486;gloria;0.53895;sherie;0.21363;marie;0.19219
